
=== 西瓜信息表 (watermelon_data) ===
设备编号	采集时间戳	糖度(Brix)	成熟度	信息
1001-01-01	1778070900	9.97	0.798	{"clr": 2385, "nir": 5770, "c415": 1385, "c445": 1485, "c480": 1585, "c515": 1685, "c555": 1785, "c595": 1885, "c640": 1985, "c680": 2085}
1001-01-01	1778070600	9.88	0.790	{"clr": 2380, "nir": 5760, "c415": 1380, "c445": 1480, "c480": 1580, "c515": 1680, "c555": 1780, "c595": 1880, "c640": 1980, "c680": 2080}
1001-01-01	1778070300	10.14	0.811	{"clr": 2375, "nir": 5750, "c415": 1375, "c445": 1475, "c480": 1575, "c515": 1675, "c555": 1775, "c595": 1875, "c640": 1975, "c680": 2075}
1001-01-01	1778070000	10.20	0.816	{"clr": 2370, "nir": 5740, "c415": 1370, "c445": 1470, "c480": 1570, "c515": 1670, "c555": 1770, "c595": 1870, "c640": 1970, "c680": 2070}
1001-01-01	1778069700	10.21	0.817	{"clr": 2365, "nir": 5730, "c415": 1365, "c445": 1465, "c480": 1565, "c515": 1665, "c555": 1765, "c595": 1865, "c640": 1965, "c680": 2065}
1001-01-01	1778069400	10.08	0.806	{"clr": 2360, "nir": 5720, "c415": 1360, "c445": 1460, "c480": 1560, "c515": 1660, "c555": 1760, "c595": 1860, "c640": 1960, "c680": 2060}
1001-01-01	1778069100	9.85	0.788	{"clr": 2355, "nir": 5710, "c415": 1355, "c445": 1455, "c480": 1555, "c515": 1655, "c555": 1755, "c595": 1855, "c640": 1955, "c680": 2055}
1001-01-01	1778068800	9.92	0.794	{"clr": 2350, "nir": 5700, "c415": 1350, "c445": 1450, "c480": 1550, "c515": 1650, "c555": 1750, "c595": 1850, "c640": 1950, "c680": 2050}
1001-01-01	1778068500	9.98	0.798	{"clr": 2345, "nir": 5690, "c415": 1345, "c445": 1445, "c480": 1545, "c515": 1645, "c555": 1745, "c595": 1845, "c640": 1945, "c680": 2045}
1001-01-01	1778068200	9.92	0.794	{"clr": 2340, "nir": 5680, "c415": 1340, "c445": 1440, "c480": 1540, "c515": 1640, "c555": 1740, "c595": 1840, "c640": 1940, "c680": 2040}
1001-01-01	1778067900	9.93	0.794	{"clr": 2335, "nir": 5670, "c415": 1335, "c445": 1435, "c480": 1535, "c515": 1635, "c555": 1735, "c595": 1835, "c640": 1935, "c680": 2035}
1001-01-01	1778067600	9.98	0.798	{"clr": 2330, "nir": 5660, "c415": 1330, "c445": 1430, "c480": 1530, "c515": 1630, "c555": 1730, "c595": 1830, "c640": 1930, "c680": 2030}
1001-01-01	1778067300	10.17	0.814	{"clr": 2325, "nir": 5650, "c415": 1325, "c445": 1425, "c480": 1525, "c515": 1625, "c555": 1725, "c595": 1825, "c640": 1925, "c680": 2025}
1001-01-01	1778067000	9.95	0.796	{"clr": 2320, "nir": 5640, "c415": 1320, "c445": 1420, "c480": 1520, "c515": 1620, "c555": 1720, "c595": 1820, "c640": 1920, "c680": 2020}
1001-01-01	1778066700	10.19	0.815	{"clr": 2315, "nir": 5630, "c415": 1315, "c445": 1415, "c480": 1515, "c515": 1615, "c555": 1715, "c595": 1815, "c640": 1915, "c680": 2015}
1001-01-01	1778066400	9.87	0.790	{"clr": 2310, "nir": 5620, "c415": 1310, "c445": 1410, "c480": 1510, "c515": 1610, "c555": 1710, "c595": 1810, "c640": 1910, "c680": 2010}
1001-01-01	1778066100	9.91	0.793	{"clr": 2305, "nir": 5610, "c415": 1305, "c445": 1405, "c480": 1505, "c515": 1605, "c555": 1705, "c595": 1805, "c640": 1905, "c680": 2005}
1001-01-01	1778065800	9.96	0.797	{"clr": 2300, "nir": 5600, "c415": 1300, "c445": 1400, "c480": 1500, "c515": 1600, "c555": 1700, "c595": 1800, "c640": 1900, "c680": 2000}
1001-01-01	1778065500	9.89	0.791	{"clr": 2295, "nir": 5590, "c415": 1295, "c445": 1395, "c480": 1495, "c515": 1595, "c555": 1695, "c595": 1795, "c640": 1895, "c680": 1995}
1001-01-01	1778065200	10.16	0.813	{"clr": 2290, "nir": 5580, "c415": 1290, "c445": 1390, "c480": 1490, "c515": 1590, "c555": 1690, "c595": 1790, "c640": 1890, "c680": 1990}
1001-01-01	1778064900	9.84	0.787	{"clr": 2285, "nir": 5570, "c415": 1285, "c445": 1385, "c480": 1485, "c515": 1585, "c555": 1685, "c595": 1785, "c640": 1885, "c680": 1985}
1001-01-01	1778064600	9.88	0.790	{"clr": 2280, "nir": 5560, "c415": 1280, "c445": 1380, "c480": 1480, "c515": 1580, "c555": 1680, "c595": 1780, "c640": 1880, "c680": 1980}
1001-01-01	1778064300	10.18	0.814	{"clr": 2275, "nir": 5550, "c415": 1275, "c445": 1375, "c480": 1475, "c515": 1575, "c555": 1675, "c595": 1775, "c640": 1875, "c680": 1975}
1001-01-01	1778064000	10.13	0.810	{"clr": 2270, "nir": 5540, "c415": 1270, "c445": 1370, "c480": 1470, "c515": 1570, "c555": 1670, "c595": 1770, "c640": 1870, "c680": 1970}
1001-01-01	1778063700	10.09	0.807	{"clr": 2265, "nir": 5530, "c415": 1265, "c445": 1365, "c480": 1465, "c515": 1565, "c555": 1665, "c595": 1765, "c640": 1865, "c680": 1965}
1001-01-01	1778063400	10.17	0.814	{"clr": 2260, "nir": 5520, "c415": 1260, "c445": 1360, "c480": 1460, "c515": 1560, "c555": 1660, "c595": 1760, "c640": 1860, "c680": 1960}
1001-01-01	1778063100	10.18	0.814	{"clr": 2255, "nir": 5510, "c415": 1255, "c445": 1355, "c480": 1455, "c515": 1555, "c555": 1655, "c595": 1755, "c640": 1855, "c680": 1955}
1001-01-01	1778062800	10.05	0.804	{"clr": 2250, "nir": 5500, "c415": 1250, "c445": 1350, "c480": 1450, "c515": 1550, "c555": 1650, "c595": 1750, "c640": 1850, "c680": 1950}
1001-01-01	1778062500	10.08	0.806	{"clr": 2245, "nir": 5490, "c415": 1245, "c445": 1345, "c480": 1445, "c515": 1545, "c555": 1645, "c595": 1745, "c640": 1845, "c680": 1945}
1001-01-01	1778062200	10.05	0.804	{"clr": 2240, "nir": 5480, "c415": 1240, "c445": 1340, "c480": 1440, "c515": 1540, "c555": 1640, "c595": 1740, "c640": 1840, "c680": 1940}
1001-01-01	1778061900	9.85	0.788	{"clr": 2235, "nir": 5470, "c415": 1235, "c445": 1335, "c480": 1435, "c515": 1535, "c555": 1635, "c595": 1735, "c640": 1835, "c680": 1935}
1001-01-01	1778061600	10.06	0.805	{"clr": 2230, "nir": 5460, "c415": 1230, "c445": 1330, "c480": 1430, "c515": 1530, "c555": 1630, "c595": 1730, "c640": 1830, "c680": 1930}
1001-01-01	1778061300	9.81	0.785	{"clr": 2225, "nir": 5450, "c415": 1225, "c445": 1325, "c480": 1425, "c515": 1525, "c555": 1625, "c595": 1725, "c640": 1825, "c680": 1925}
1001-01-01	1778061000	9.86	0.789	{"clr": 2220, "nir": 5440, "c415": 1220, "c445": 1320, "c480": 1420, "c515": 1520, "c555": 1620, "c595": 1720, "c640": 1820, "c680": 1920}
1001-01-01	1778060700	10.03	0.802	{"clr": 2215, "nir": 5430, "c415": 1215, "c445": 1315, "c480": 1415, "c515": 1515, "c555": 1615, "c595": 1715, "c640": 1815, "c680": 1915}
1001-01-01	1778060400	9.89	0.791	{"clr": 2210, "nir": 5420, "c415": 1210, "c445": 1310, "c480": 1410, "c515": 1510, "c555": 1610, "c595": 1710, "c640": 1810, "c680": 1910}
1001-01-01	1778060100	10.01	0.801	{"clr": 2205, "nir": 5410, "c415": 1205, "c445": 1305, "c480": 1405, "c515": 1505, "c555": 1605, "c595": 1705, "c640": 1805, "c680": 1905}
1001-01-01	1778059800	9.98	0.798	{"clr": 2200, "nir": 5400, "c415": 1200, "c445": 1300, "c480": 1400, "c515": 1500, "c555": 1600, "c595": 1700, "c640": 1800, "c680": 1900}
1001-01-01	1778059500	9.90	0.792	{"clr": 2195, "nir": 5390, "c415": 1195, "c445": 1295, "c480": 1395, "c515": 1495, "c555": 1595, "c595": 1695, "c640": 1795, "c680": 1895}
1001-01-01	1778059200	10.03	0.802	{"clr": 2190, "nir": 5380, "c415": 1190, "c445": 1290, "c480": 1390, "c515": 1490, "c555": 1590, "c595": 1690, "c640": 1790, "c680": 1890}
1001-01-01	1778058900	10.02	0.802	{"clr": 2185, "nir": 5370, "c415": 1185, "c445": 1285, "c480": 1385, "c515": 1485, "c555": 1585, "c595": 1685, "c640": 1785, "c680": 1885}
1001-01-01	1778058600	10.08	0.806	{"clr": 2180, "nir": 5360, "c415": 1180, "c445": 1280, "c480": 1380, "c515": 1480, "c555": 1580, "c595": 1680, "c640": 1780, "c680": 1880}
1001-01-01	1778058300	10.05	0.804	{"clr": 2175, "nir": 5350, "c415": 1175, "c445": 1275, "c480": 1375, "c515": 1475, "c555": 1575, "c595": 1675, "c640": 1775, "c680": 1875}
1001-01-01	1778058000	9.99	0.799	{"clr": 2170, "nir": 5340, "c415": 1170, "c445": 1270, "c480": 1370, "c515": 1470, "c555": 1570, "c595": 1670, "c640": 1770, "c680": 1870}
1001-01-01	1778057700	10.17	0.814	{"clr": 2165, "nir": 5330, "c415": 1165, "c445": 1265, "c480": 1365, "c515": 1465, "c555": 1565, "c595": 1665, "c640": 1765, "c680": 1865}
1001-01-01	1778057400	9.96	0.797	{"clr": 2160, "nir": 5320, "c415": 1160, "c445": 1260, "c480": 1360, "c515": 1460, "c555": 1560, "c595": 1660, "c640": 1760, "c680": 1860}
1001-01-01	1778057100	9.80	0.784	{"clr": 2155, "nir": 5310, "c415": 1155, "c445": 1255, "c480": 1355, "c515": 1455, "c555": 1555, "c595": 1655, "c640": 1755, "c680": 1855}
1001-01-01	1778056800	10.16	0.813	{"clr": 2150, "nir": 5300, "c415": 1150, "c445": 1250, "c480": 1350, "c515": 1450, "c555": 1550, "c595": 1650, "c640": 1750, "c680": 1850}
1001-01-01	1778056500	9.99	0.799	{"clr": 2145, "nir": 5290, "c415": 1145, "c445": 1245, "c480": 1345, "c515": 1445, "c555": 1545, "c595": 1645, "c640": 1745, "c680": 1845}
1001-01-01	1778056200	10.13	0.810	{"clr": 2140, "nir": 5280, "c415": 1140, "c445": 1240, "c480": 1340, "c515": 1440, "c555": 1540, "c595": 1640, "c640": 1740, "c680": 1840}
1001-01-01	1778055900	10.16	0.813	{"clr": 2135, "nir": 5270, "c415": 1135, "c445": 1235, "c480": 1335, "c515": 1435, "c555": 1535, "c595": 1635, "c640": 1735, "c680": 1835}
1001-01-01	1778055600	9.88	0.790	{"clr": 2130, "nir": 5260, "c415": 1130, "c445": 1230, "c480": 1330, "c515": 1430, "c555": 1530, "c595": 1630, "c640": 1730, "c680": 1830}
1001-01-01	1778055300	10.09	0.807	{"clr": 2125, "nir": 5250, "c415": 1125, "c445": 1225, "c480": 1325, "c515": 1425, "c555": 1525, "c595": 1625, "c640": 1725, "c680": 1825}
1001-01-01	1778055000	9.99	0.799	{"clr": 2120, "nir": 5240, "c415": 1120, "c445": 1220, "c480": 1320, "c515": 1420, "c555": 1520, "c595": 1620, "c640": 1720, "c680": 1820}
1001-01-01	1778054700	10.15	0.812	{"clr": 2115, "nir": 5230, "c415": 1115, "c445": 1215, "c480": 1315, "c515": 1415, "c555": 1515, "c595": 1615, "c640": 1715, "c680": 1815}
1001-01-01	1778054400	9.92	0.794	{"clr": 2110, "nir": 5220, "c415": 1110, "c445": 1210, "c480": 1310, "c515": 1410, "c555": 1510, "c595": 1610, "c640": 1710, "c680": 1810}
1001-01-01	1778054100	10.14	0.811	{"clr": 2105, "nir": 5210, "c415": 1105, "c445": 1205, "c480": 1305, "c515": 1405, "c555": 1505, "c595": 1605, "c640": 1705, "c680": 1805}
1001-01-01	1778053800	9.93	0.794	{"clr": 2100, "nir": 5200, "c415": 1100, "c445": 1200, "c480": 1300, "c515": 1400, "c555": 1500, "c595": 1600, "c640": 1700, "c680": 1800}
1001-01-01	1778053500	10.18	0.814	{"clr": 2095, "nir": 5190, "c415": 1095, "c445": 1195, "c480": 1295, "c515": 1395, "c555": 1495, "c595": 1595, "c640": 1695, "c680": 1795}
1001-01-01	1778053200	9.85	0.788	{"clr": 2090, "nir": 5180, "c415": 1090, "c445": 1190, "c480": 1290, "c515": 1390, "c555": 1490, "c595": 1590, "c640": 1690, "c680": 1790}
1001-01-01	1778052900	10.02	0.802	{"clr": 2085, "nir": 5170, "c415": 1085, "c445": 1185, "c480": 1285, "c515": 1385, "c555": 1485, "c595": 1585, "c640": 1685, "c680": 1785}
1001-01-01	1778052600	10.02	0.802	{"clr": 2080, "nir": 5160, "c415": 1080, "c445": 1180, "c480": 1280, "c515": 1380, "c555": 1480, "c595": 1580, "c640": 1680, "c680": 1780}
1001-01-01	1778052300	9.83	0.786	{"clr": 2075, "nir": 5150, "c415": 1075, "c445": 1175, "c480": 1275, "c515": 1375, "c555": 1475, "c595": 1575, "c640": 1675, "c680": 1775}
1001-01-01	1778052000	9.91	0.793	{"clr": 2070, "nir": 5140, "c415": 1070, "c445": 1170, "c480": 1270, "c515": 1370, "c555": 1470, "c595": 1570, "c640": 1670, "c680": 1770}
1001-01-01	1778051700	9.84	0.787	{"clr": 2065, "nir": 5130, "c415": 1065, "c445": 1165, "c480": 1265, "c515": 1365, "c555": 1465, "c595": 1565, "c640": 1665, "c680": 1765}
1001-01-01	1778051400	10.09	0.807	{"clr": 2060, "nir": 5120, "c415": 1060, "c445": 1160, "c480": 1260, "c515": 1360, "c555": 1460, "c595": 1560, "c640": 1660, "c680": 1760}
1001-01-01	1778051100	9.88	0.790	{"clr": 2055, "nir": 5110, "c415": 1055, "c445": 1155, "c480": 1255, "c515": 1355, "c555": 1455, "c595": 1555, "c640": 1655, "c680": 1755}
1001-01-01	1778050800	10.10	0.808	{"clr": 2050, "nir": 5100, "c415": 1050, "c445": 1150, "c480": 1250, "c515": 1350, "c555": 1450, "c595": 1550, "c640": 1650, "c680": 1750}
1001-01-01	1778050500	9.87	0.790	{"clr": 2045, "nir": 5090, "c415": 1045, "c445": 1145, "c480": 1245, "c515": 1345, "c555": 1445, "c595": 1545, "c640": 1645, "c680": 1745}
1001-01-01	1778050200	9.95	0.796	{"clr": 2040, "nir": 5080, "c415": 1040, "c445": 1140, "c480": 1240, "c515": 1340, "c555": 1440, "c595": 1540, "c640": 1640, "c680": 1740}
1001-01-01	1778049900	9.90	0.792	{"clr": 2035, "nir": 5070, "c415": 1035, "c445": 1135, "c480": 1235, "c515": 1335, "c555": 1435, "c595": 1535, "c640": 1635, "c680": 1735}
1001-01-01	1778049600	9.91	0.793	{"clr": 2030, "nir": 5060, "c415": 1030, "c445": 1130, "c480": 1230, "c515": 1330, "c555": 1430, "c595": 1530, "c640": 1630, "c680": 1730}
1001-01-01	1778049300	10.09	0.807	{"clr": 2025, "nir": 5050, "c415": 1025, "c445": 1125, "c480": 1225, "c515": 1325, "c555": 1425, "c595": 1525, "c640": 1625, "c680": 1725}
1001-01-01	1778049000	10.11	0.809	{"clr": 2020, "nir": 5040, "c415": 1020, "c445": 1120, "c480": 1220, "c515": 1320, "c555": 1420, "c595": 1520, "c640": 1620, "c680": 1720}
1001-01-01	1778048700	9.96	0.797	{"clr": 2015, "nir": 5030, "c415": 1015, "c445": 1115, "c480": 1215, "c515": 1315, "c555": 1415, "c595": 1515, "c640": 1615, "c680": 1715}
1001-01-01	1778048400	9.96	0.797	{"clr": 2010, "nir": 5020, "c415": 1010, "c445": 1110, "c480": 1210, "c515": 1310, "c555": 1410, "c595": 1510, "c640": 1610, "c680": 1710}
1001-01-01	1778048100	10.15	0.812	{"clr": 2005, "nir": 5010, "c415": 1005, "c445": 1105, "c480": 1205, "c515": 1305, "c555": 1405, "c595": 1505, "c640": 1605, "c680": 1705}
1001-01-01	1778047800	10.19	0.815	{"clr": 2000, "nir": 5000, "c415": 1000, "c445": 1100, "c480": 1200, "c515": 1300, "c555": 1400, "c595": 1500, "c640": 1600, "c680": 1700}

=== 瓜田环境信息表 (field_environment) ===
瓜田编号	采集时间戳	温度(°C)	湿度(%RH)	信息
瓜田编号	采集时间戳	温度(°C)	湿度(%RH)	光照(Lux)
瓜田编号	采集时间戳	温度(°C)	湿度(%RH)	光照(Lux)
1001	1778347500	22.57	67.99	63024
1001	1778347200	23.09	68.19	62987
1001	1778346900	23.19	68.39	62925
1001	1778346600	23.05	68.60	62888
1001	1778346300	22.17	68.79	62825
1001	1778346000	22.40	68.92	62760
1001	1778345700	22.11	69.04	62659
1001	1778345400	22.83	69.07	62565
1001	1778345100	22.84	69.13	62461
1001	1778344800	23.01	69.23	62349
1001	1778344500	23.34	69.43	62245
1001	1778344200	23.07	69.77	62148
1001	1778343900	22.86	69.36	62012
1001	1778343600	23.45	68.88	61836
1001	1778343300	21.93	68.41	61653
1001	1778343000	22.63	68.01	61491
1001	1778342700	22.91	67.59	61356
1001	1778342400	22.60	67.09	61258
1001	1778342100	21.56	66.59	61154
1001	1778341800	21.91	66.11	61051
1001	1778341500	21.55	65.71	60984
1001	1778341200	21.75	65.24	60935
1001	1778340900	22.58	64.78	60870
1001	1778340600	21.30	64.40	60840
1001	1778340300	22.64	63.97	60845
1001	1778340000	22.56	63.52	60814
1001	1778339700	21.43	63.15	60794
1001	1778339400	22.71	62.75	60775
1001	1778339100	21.93	62.27	60735
1001	1778338800	21.88	61.77	60700
1001	1778338500	20.37	61.30	60625
1001	1778338200	21.46	60.80	60552
1001	1778337900	20.69	60.30	60456
1001	1778337600	21.19	59.84	60560
1001	1778337300	21.59	59.42	60701
1001	1778337000	22.12	59.03	60867
1001	1778336700	20.41	58.73	61044
1001	1778336400	20.79	58.42	61244
1001	1778336100	21.97	58.12	61444
1001	1778335800	21.43	57.89	61620
1001	1778335500	21.01	57.75	61820
1001	1778335200	22.15	57.54	62001
1001	1778334900	20.38	57.37	62168
1001	1778334600	20.22	57.14	62330
1001	1778334300	19.74	57.52	62477
1001	1778334000	21.71	57.88	62627
1001	1778333700	21.10	58.28	62791
1001	1778333400	20.69	58.78	62922
1001	1778333100	19.90	59.24	63028
1001	1778332800	21.63	59.74	63147
1001	1778332500	20.35	60.24	63246
1001	1778332200	20.62	60.66	63339
1001	1778331900	21.06	61.16	63428
1001	1778331600	21.37	61.64	63509
1001	1778331300	19.35	62.05	63617
1001	1778331000	20.44	62.55	63699
1001	1778330700	19.39	63.03	63741
1001	1778330400	20.25	63.53	63793
1001	1778330100	20.12	64.03	63867
1001	1778329800	20.36	64.52	63923
1001	1778329500	19.50	64.99	64008
1001	1778329200	19.82	65.49	64129
1001	1778328900	19.99	65.93	64256
1001	1778328600	19.70	66.30	64400
1001	1778328300	20.92	66.74	64511
1001	1778328000	20.94	67.09	64595
1001	1778327700	20.33	67.42	64836
1001	1778327400	20.73	67.66	64644
1001	1778327100	20.12	67.92	64491
1001	1778326800	19.26	68.15	64330
1001	1778326500	19.50	68.37	64202
1001	1778326200	19.30	68.57	64076
1001	1778325900	20.54	69.82	64169
1001	1778325600	20.15	69.51	64246
1001	1778325300	19.84	69.11	64358
1001	1778325000	19.43	68.72	64483
1001	1778324700	20.30	68.30	64569
1001	1778324400	19.97	67.87	64646
1001	1778324100	24.22	67.47	64883
1001	1778323800	24.34	67.17	64739
1001	1778323500	25.11	66.81	64590
1001	1778323200	25.66	66.50	64440
1001	1778322900	24.96	66.24	64325
1001	1778322600	24.64	65.94	64236
1001	1778322300	25.47	65.58	64165
1001	1778322000	24.61	65.22	64094
1001	1778321700	25.69	64.89	64039
1001	1778321400	24.77	64.50	64011
1001	1778321100	24.71	64.05	63988
1001	1778320800	24.46	63.55	63938
1001	1778320500	27.24	63.05	63897
1001	1778320200	25.58	62.64	63817
1001	1778319900	26.02	62.23	63761
1001	1778319600	25.31	61.79	63713
1001	1778319300	25.88	61.29	63667
1001	1778319000	25.30	60.81	63602
1001	1778318700	25.95	60.31	63511
1001	1778318400	26.72	59.86	63385
1001	1778318100	25.70	59.42	63263
1001	1778317800	25.77	59.00	63105
1001	1778317500	25.79	58.50	62966
1001	1778317200	26.44	58.06	62864
1001	1778316900	26.69	57.63	62799
1001	1778316600	27.00	57.20	62725
1001	1778316300	26.93	56.81	62671
1001	1778316000	27.70	56.43	62632
1001	1778315700	26.80	56.15	62611
1001	1778315400	27.97	55.91	62608
1001	1778315100	26.68	55.64	62583
1001	1778314800	26.90	55.37	62566
1001	1778314500	28.34	55.17	62582
1001	1778314200	27.11	54.87	62634
1001	1778313900	28.02	54.63	62664
1001	1778313600	27.85	54.32	62683
1001	1778313300	27.92	54.07	62687
1001	1778313000	27.84	53.84	62714
1001	1778312700	27.65	53.62	62734
1001	1778312400	28.75	53.48	62776
1001	1778312100	29.04	53.32	62802
1001	1778311800	27.64	53.10	62813
1001	1778311500	28.29	52.86	62822
1001	1778311200	27.81	52.59	62856
1001	1778310900	29.34	52.31	62929
1001	1778310600	28.96	52.03	62992
1001	1778310300	29.50	51.73	63066
1001	1778310000	27.69	51.49	63171
1001	1778309700	28.96	51.31	63294
1001	1778309400	29.52	50.04	63424
1001	1778309100	29.99	50.54	63548
1001	1778308800	28.74	51.04	63632
1001	1778308500	30.19	51.50	63749
1001	1778308200	28.92	51.99	63884
1001	1778307900	29.57	52.41	63995
1001	1778307600	28.78	52.75	64068
1001	1778307300	29.20	53.13	64119
1001	1778307000	29.21	53.44	64156
1001	1778306700	29.51	53.82	64163
1001	1778306400	29.24	54.22	64187
1001	1778306100	29.15	54.65	64182
1001	1778305800	30.17	55.15	64208
1001	1778305500	29.61	55.65	64264
1001	1778305200	30.73	56.15	64287
1001	1778304900	30.40	56.65	64337
1001	1778304600	29.01	56.23	64392
1001	1778304300	29.82	55.74	64481
1001	1778304000	29.65	55.30	64546
1001	1778303700	30.81	54.84	64605
1001	1778303400	30.09	54.42	64648
1001	1778303100	28.95	54.09	64690
1001	1778302800	30.67	53.78	64968
1001	1778302500	29.77	53.37	64884
1001	1778302200	29.68	52.98	64820
1001	1778301900	30.50	52.68	64768
1001	1778301600	30.20	52.38	64722
1001	1778301300	29.04	52.18	64710
1001	1778301000	30.10	52.02	64677
1001	1778300700	30.86	51.82	64665
1001	1778300400	29.38	51.53	64662
1001	1778300100	30.70	51.33	64667
1001	1778299800	30.77	50.00	64683
1001	1778299500	30.26	50.34	64688
1001	1778299200	29.16	50.78	64700
1001	1778298900	30.22	51.28	64744
1001	1778298600	30.12	51.74	64759
1001	1778298300	29.77	52.24	64748
1001	1778298000	30.49	52.74	64743
1001	1778297700	29.28	53.24	64736
1001	1778297400	30.54	53.64	64706
1001	1778297100	30.69	54.14	64690
1001	1778296800	29.13	54.64	64688
1001	1778296500	29.80	55.14	64674
1001	1778296200	29.02	55.59	64685
1001	1778295900	30.20	56.03	64662
1001	1778295600	29.63	56.53	64627
1001	1778295300	30.20	56.95	64580
1001	1778295000	28.96	57.45	64643
1001	1778294700	30.14	57.95	64698
1001	1778294400	29.20	58.43	64718
1001	1778294100	28.58	58.89	64750
1001	1778293800	29.94	59.39	64756
1001	1778293500	30.01	59.89	64737
1001	1778293200	29.80	60.39	64749
1001	1778292900	28.78	60.89	64783
1001	1778292600	28.73	61.38	64779
1001	1778292300	30.14	61.88	64803
1001	1778292000	28.79	62.38	64805
1001	1778291700	27.80	62.88	64805
1001	1778291400	28.55	63.36	64776
1001	1778291100	29.45	63.75	64760
1001	1778290800	27.55	64.07	64741
1001	1778290500	28.72	64.46	64719
1001	1778290200	27.85	64.91	64690
1001	1778289900	27.82	65.26	64687
1001	1778289600	28.99	65.65	64654
1001	1778289300	28.10	66.11	64590
1001	1778289000	28.44	66.48	64557
1001	1778288700	28.45	66.78	64563
1001	1778288400	28.72	67.02	64588
1001	1778288100	26.94	67.34	64593
1001	1778287800	26.99	67.69	64601
1001	1778287500	26.88	67.96	64576
1001	1778287200	27.46	68.27	64574
1001	1778286900	26.91	68.48	64610
1001	1778286600	26.87	69.79	64623
1001	1778286300	26.69	69.46	64608
1001	1778286000	27.63	69.09	64605
1001	1778285700	27.40	68.72	64572
1001	1778285400	26.84	68.28	64534
1001	1778285100	26.66	67.93	64458
1001	1778284800	26.58	67.68	64379
1001	1778284500	25.63	67.37	64339
1001	1778284200	25.53	67.13	64278
1001	1778283900	26.87	66.94	64209
1001	1778283600	25.86	66.73	64164
1001	1778283300	25.87	66.49	64144
1001	1778283000	26.92	66.18	64110
1001	1778282700	26.85	65.92	64058
1001	1778282400	26.36	65.68	64023
1001	1778282100	25.89	65.37	63987
1001	1778281800	25.84	65.12	63991
1001	1778281500	26.78	64.92	64018
1001	1778281200	25.89	64.72	64063
1001	1778280900	25.05	64.54	64140
1001	1778280600	25.75	64.38	64202
1001	1778280300	25.54	64.14	64289
1001	1778280000	25.55	63.99	64375
1001	1778279700	25.35	63.89	64423
1001	1778279400	24.52	63.84	64490
1001	1778279100	24.86	63.75	64535
1001	1778278800	24.15	63.71	64548
1001	1778278500	25.96	63.61	64542
1001	1778278200	25.72	63.57	64567
1001	1778277900	25.12	63.46	64594
1001	1778277600	24.50	63.37	64636
1001	1778277300	24.15	63.30	64678
1001	1778277000	25.32	63.30	64973
1001	1778276700	24.93	63.28	64825
1001	1778276400	23.99	63.25	64714
1001	1778276100	24.31	63.19	64589
1001	1778275800	24.25	63.10	64493
1001	1778275500	25.18	63.02	64386
1001	1778275200	24.91	62.93	64266
1001	1778274900	25.69	62.85	64144
1001	1778274600	24.69	62.75	64011
1001	1778274300	24.02	62.68	63857
1001	1778274000	24.32	62.60	63738
1001	1778273700	23.82	62.46	63622
1001	1778273400	24.03	62.27	63504
1001	1778273100	25.43	61.99	63358
1001	1778272800	25.38	61.72	63250
1001	1778272500	25.12	61.43	63136
1001	1778272200	24.20	61.73	63013
1001	1778271900	24.61	62.07	62911
1001	1778271600	23.87	62.33	62781
1001	1778271300	23.75	62.55	62685
1001	1778271000	24.48	62.72	62612
1001	1778270700	25.65	62.83	62569
1001	1778270400	25.01	63.02	62564
1001	1778270100	24.78	63.14	62567
1001	1778269800	24.27	63.18	62533
1001	1778269500	23.51	63.19	62527
1001	1778269200	24.66	63.27	62540
1001	1778268900	23.49	63.42	62557
1001	1778268600	23.73	63.63	62570
1001	1778268300	24.52	63.89	62594
1001	1778268000	25.25	64.18	62597
1001	1778267700	24.56	64.47	62589
1001	1778267400	23.76	64.71	62612
1001	1778267100	23.37	64.85	62635
1001	1778266800	23.99	65.08	62645
1001	1778266500	22.88	65.27	62687
1001	1778266200	23.39	65.37	62726
1001	1778265900	24.36	65.54	62766
1001	1778265600	24.16	65.66	62785
1001	1778265300	23.87	65.78	62828
1001	1778265000	23.16	65.85	62842
1001	1778264700	24.69	65.95	62863
1001	1778264400	24.21	66.12	62864
1001	1778264100	23.91	66.30	62855
1001	1778263800	24.22	66.40	62884
1001	1778263500	22.91	66.58	62884
1001	1778263200	24.28	66.82	62880
1001	1778262900	22.50	67.15	62913
1001	1778262600	23.61	67.39	62985
1001	1778262300	22.67	67.64	63042
1001	1778262000	22.81	67.88	63098
1001	1778261700	24.01	68.16	63155
1001	1778261400	22.60	68.43	63210
1001	1778261100	23.30	68.69	63234
1001	1778260800	22.66	68.86	63288
1001	1778260500	23.76	69.93	63381
1001	1778260200	22.29	69.48	63514
1001	1778259900	22.39	69.07	63609
1001	1778259600	22.39	68.68	63702
1001	1778259300	22.13	68.32	63781
1001	1778259000	23.36	67.90	63894
1001	1778258700	22.34	67.48	63996
1001	1778258400	23.47	66.98	64093
1001	1778258100	22.74	66.48	64189
1001	1778257800	23.21	66.01	64322
1001	1778257500	22.88	65.61	64446
1001	1778257200	22.91	65.23	64539
1001	1778256900	23.12	64.83	64869
1001	1778256600	22.60	64.48	64707
1001	1778256300	23.37	64.13	64563
1001	1778256000	21.59	63.87	64418
1001	1778255700	22.84	63.67	64244
1001	1778255400	21.79	63.50	64072
